1, phenomena:abandoned_mansion, HEADING, header:ignore, 0, 0, 0
105, dungeons_arise:heavenly_conqueror, HEADING, header:ignore, 0, 0, 0
106, dungeons_arise:heavenly_rider, HEADING, header:ignore, 0, 0, 0
107, ars_nouveau:hunter_wilden_den, HEADING, header:ignore, 0, 0, 0
108, ars_nouveau:hunter_wilden_den, MONSTER, ars_nouveau:wilden_hunter, 10, 3, 3
109, totw_modded:ice, HEADING, header:ignore, 0, 0, 0
110, minecraft:igloo, HEADING, header:ignore, 0, 0, 0
111, dungeons_arise:illager_campsite, HEADING, header:ignore, 0, 0, 0
112, dungeons_arise:illager_corsair, HEADING, header:ignore, 0, 0, 0
113, dungeons_arise:illager_fort, HEADING, header:ignore, 0, 0, 0
114, dungeons_arise:illager_galley, HEADING, header:ignore, 0, 0, 0
115, dungeons_arise:illager_windmill, HEADING, header:ignore, 0, 0, 0
116, dungeons_arise:infested_temple, HEADING, header:ignore, 0, 0, 0
117, totw_modded:jungle, HEADING, header:ignore, 0, 0, 0
118, awesomedungeon:jungle_giant_tree, HEADING, header:ignore, 0, 0, 0
119, hopo:jungle_mineshaft, HEADING, header:ignore, 0, 0, 0
120, phenomena:jungle_portal, HEADING, header:ignore, 0, 0, 0
121, minecraft:jungle_pyramid, HEADING, header:ignore, 0, 0, 0
122, dungeons_arise:jungle_tree_house, HEADING, header:ignore, 0, 0, 0
123, dungeons_arise:keep_kayra, HEADING, header:ignore, 0, 0, 0
124, graveyard:large_graveyard, HEADING, header:ignore, 0, 0, 0
125, graveyard:large_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
126, graveyard:large_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
127, graveyard:large_graveyard, MONSTER, graveyard:ghoul, 50, 2, 4
128, graveyard:lich_prison, HEADING, header:ignore, 0, 0, 0
129, dungeons_arise:lighthouse, HEADING, header:ignore, 0, 0, 0
130, tlc:lost_castle, HEADING, header:ignore, 0, 0, 0
131, phenomena:lush_trap, HEADING, header:ignore, 0, 0, 0
132, phenomena:lush_trap, MONSTER, minecraft:witch, 10, 1, 1
133, phenomena:lush_trap, MONSTER, minecraft:creeper, 10, 1, 3
134, phenomena:lush_trap, CREATURE, minecraft:bat, 10, 1, 4
135, hopo:mangrove_mineshaft, HEADING, header:ignore, 0, 0, 0
136, minecraft:mansion, HEADING, header:ignore, 0, 0, 0
137, totw_modded:mars, HEADING, header:ignore, 0, 0, 0
138, phenomena:medieval_boat, HEADING, header:ignore, 0, 0, 0
139, phenomena:medieval_boat, MONSTER, minecraft:evoker, 10, 1, 1
140, graveyard:medium_graveyard, HEADING, header:ignore, 0, 0, 0
141, graveyard:medium_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
142, graveyard:medium_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
143, graveyard:medium_graveyard, MONSTER, graveyard:ghoul, 50, 2, 4
144, graveyard:memorial_tree, HEADING, header:ignore, 0, 0, 0
145, dungeons_arise:merchant_campsite, HEADING, header:ignore, 0, 0, 0
146, totw_modded:mercury, HEADING, header:ignore, 0, 0, 0
147, towns_and_towers:mimic_desert, HEADING, header:ignore, 0, 0, 0
148, imst:mine/basalt_mine, HEADING, header:ignore, 0, 0, 0
149, imst:mine/crimson_mine, HEADING, header:ignore, 0, 0, 0
150, imst:mine/warped_mine, HEADING, header:ignore, 0, 0, 0
151, minecraft:mineshaft, HEADING, header:ignore, 0, 0, 0
152, minecraft:mineshaft, AMBIENT, alexsmobs:underminer, 50, 1, 1
153, minecraft:mineshaft_mesa, HEADING, header:ignore, 0, 0, 0
154, minecraft:mineshaft_mesa, AMBIENT, alexsmobs:underminer, 50, 1, 1
155, dungeons_arise:mining_system, HEADING, header:ignore, 0, 0, 0
156, dungeons_arise:monastery, HEADING, header:ignore, 0, 0, 0
157, minecraft:monument, HEADING, header:ignore, 0, 0, 0
158, minecraft:monument, MONSTER, minecraft:guardian, 10, 2, 4
159, totw_modded:moon, HEADING, header:ignore, 0, 0, 0
160, hopo:mud_mineshaft, HEADING, header:ignore, 0, 0, 0
161, awesomedungeon:mushroom_abandonned, HEADING, header:ignore, 0, 0, 0
162, graveyard:mushroom_grave, HEADING, header:ignore, 0, 0, 0
163, dungeons_arise:mushroom_house, HEADING, header:ignore, 0, 0, 0
164, dungeons_arise:mushroom_mines, HEADING, header:ignore, 0, 0, 0
165, dungeons_arise:mushroom_village, HEADING, header:ignore, 0, 0, 0
166, totw_modded:nether, HEADING, header:ignore, 0, 0, 0
167, kellomod:nether_dungeon_spawner, HEADING, header:ignore, 0, 0, 0
168, kellomod:nether_dungeon_spawner, MONSTER, minecraft:piglin, 10, 1, 3
169, minecraft:nether_fossil, HEADING, header:ignore, 0, 0, 0
170, minecraft:nether_fossil, MONSTER, alexsmobs:soul_vulture, 30, 1, 1
171, phenomena:nether_monster_room, HEADING, header:ignore, 0, 0, 0
172, nyctocosm:night_wastes/nightmare_fossil, HEADING, header:ignore, 0, 0, 0
173, nyctocosm:night_wastes/slatehenge, HEADING, header:ignore, 0, 0, 0
174, awesomedungeonnether:nth_absi_palace, HEADING, header:ignore, 0, 0, 0
175, awesomedungeonnether:nth_accum_quad, HEADING, header:ignore, 0, 0, 0
176, awesomedungeonnether:nth_blaze_tower, HEADING, header:ignore, 0, 0, 0
177, awesomedungeonnether:nth_center_square, HEADING, header:ignore, 0, 0, 0
178, awesomedungeonnether:nth_giant_crimson_tree, HEADING, header:ignore, 0, 0, 0
179, awesomedungeonnether:nth_obsi_house, HEADING, header:ignore, 0, 0, 0
180, hopo:oak_mineshaft, HEADING, header:ignore, 0, 0, 0
181, stellarity:obsidian_spike, HEADING, header:ignore, 0, 0, 0
182, awesomedungeonocean:ocean_cage, HEADING, header:ignore, 0, 0, 0
183, awesomedungeonocean:ocean_quad, HEADING, header:ignore, 0, 0, 0
184, minecraft:ocean_ruin_cold, HEADING, header:ignore, 0, 0, 0
185, awesomedungeonocean:ocean_ruin_pillager, HEADING, header:ignore, 0, 0, 0
186, awesomedungeonocean:ocean_ruin_vanilla_temple, HEADING, header:ignore, 0, 0, 0
187, minecraft:ocean_ruin_warm, HEADING, header:ignore, 0, 0, 0
188, awesomedungeonocean:ocean_temple_quad, HEADING, header:ignore, 0, 0, 0
189, awesomedungeonocean:ocean_the_column_temple, HEADING, header:ignore, 0, 0, 0
190, awesomedungeonocean:ocean_warn_temple, HEADING, header:ignore, 0, 0, 0
191, stellarity:old_stronghold, HEADING, header:ignore, 0, 0, 0
192, nyctocosm:outpost, HEADING, header:ignore, 0, 0, 0
193, hopo:piglin_ruin, HEADING, header:ignore, 0, 0, 0
194, prototypedungeons:pillager_castle, HEADING, header:ignore, 0, 0, 0
195, prototypedungeons:pillager_castle, MONSTER, minecraft:pillager, 10, 1, 1
196, prototypedungeons:pillager_castle, MONSTER, minecraft:vindicator, 10, 1, 1
197, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
198, minecraft:pillager_outpost, MONSTER, minecraft:pillager, 10, 1, 3
199, towns_and_towers:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
200, towns_and_towers:pillager_outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 2
201, towns_and_towers:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
202, towns_and_towers:pillager_outpost_beach, MONSTER, minecraft:pillager, 10, 1, 2
203, towns_and_towers:pillager_outpost_birch_forest, HEADING, header:ignore, 0, 0, 0
204, towns_and_towers:pillager_outpost_birch_forest, MONSTER, minecraft:pillager, 10, 1, 2
205, towns_and_towers:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
206, towns_and_towers:pillager_outpost_desert, MONSTER, minecraft:pillager, 10, 1, 2
207, towns_and_towers:pillager_outpost_flower_forest, HEADING, header:ignore, 0, 0, 0
208, towns_and_towers:pillager_outpost_flower_forest, MONSTER, minecraft:pillager, 10, 1, 2
209, towns_and_towers:pillager_outpost_forest, HEADING, header:ignore, 0, 0, 0
210, towns_and_towers:pillager_outpost_forest, MONSTER, minecraft:pillager, 10, 1, 2
211, towns_and_towers:pillager_outpost_grove, HEADING, header:ignore, 0, 0, 0
212, towns_and_towers:pillager_outpost_grove, MONSTER, minecraft:pillager, 10, 1, 2
213, towns_and_towers:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
214, towns_and_towers:pillager_outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 2
215, towns_and_towers:pillager_outpost_meadow, HEADING, header:ignore, 0, 0, 0
216, towns_and_towers:pillager_outpost_meadow, MONSTER, minecraft:pillager, 10, 1, 2
217, towns_and_towers:pillager_outpost_mushroom_fields, HEADING, header:ignore, 0, 0, 0
218, towns_and_towers:pillager_outpost_ocean, HEADING, header:ignore, 0, 0, 0
219, towns_and_towers:pillager_outpost_ocean, MONSTER, minecraft:pillager, 10, 1, 2
220, towns_and_towers:pillager_outpost_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
221, towns_and_towers:pillager_outpost_old_growth_taiga, MONSTER, minecraft:pillager, 10, 1, 2
222, towns_and_towers:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
223, towns_and_towers:pillager_outpost_savanna, MONSTER, minecraft:pillager, 10, 1, 2
224, towns_and_towers:pillager_outpost_snowy_beach, HEADING, header:ignore, 0, 0, 0
225, towns_and_towers:pillager_outpost_snowy_beach, MONSTER, minecraft:pillager, 10, 1, 2
226, towns_and_towers:pillager_outpost_snowy_plains, HEADING, header:ignore, 0, 0, 0
227, towns_and_towers:pillager_outpost_snowy_plains, MONSTER, minecraft:pillager, 10, 1, 2
228, towns_and_towers:pillager_outpost_snowy_slopes, HEADING, header:ignore, 0, 0, 0
229, towns_and_towers:pillager_outpost_snowy_slopes, MONSTER, minecraft:pillager, 10, 1, 2
230, towns_and_towers:pillager_outpost_snowy_taiga, HEADING, header:ignore, 0, 0, 0
231, towns_and_towers:pillager_outpost_snowy_taiga, MONSTER, minecraft:pillager, 10, 1, 2
232, towns_and_towers:pillager_outpost_sparse_jungle, HEADING, header:ignore, 0, 0, 0
233, towns_and_towers:pillager_outpost_sparse_jungle, MONSTER, minecraft:pillager, 10, 1, 2
234, towns_and_towers:pillager_outpost_sunflower_plains, HEADING, header:ignore, 0, 0, 0
235, towns_and_towers:pillager_outpost_sunflower_plains, MONSTER, minecraft:pillager, 10, 1, 2
236, towns_and_towers:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
237, towns_and_towers:pillager_outpost_swamp, MONSTER, minecraft:pillager, 10, 1, 2
238, towns_and_towers:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
239, towns_and_towers:pillager_outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 2
240, towns_and_towers:pillager_outpost_wooded_badlands, HEADING, header:ignore, 0, 0, 0
241, towns_and_towers:pillager_outpost_wooded_badlands, MONSTER, minecraft:pillager, 10, 1, 2
242, dungeons_arise:plague_asylum, HEADING, header:ignore, 0, 0, 0
243, simply_houses:plains_house, HEADING, header:ignore, 0, 0, 0
244, simply_houses:plains_mansion, HEADING, header:ignore, 0, 0, 0
245, hopo:portal, HEADING, header:ignore, 0, 0, 0
246, hopo:portal_deepslate, HEADING, header:ignore, 0, 0, 0
247, hopo:portal_dripstone, HEADING, header:ignore, 0, 0, 0
248, hopo:portal_lush, HEADING, header:ignore, 0, 0, 0
249, kellomod:pyramid_oasis, HEADING, header:ignore, 0, 0, 0
250, kellomod:pyramid_oasis, MONSTER, minecraft:zombie, 10, 1, 6
251, kellomod:pyramid_oasis, MONSTER, minecraft:husk, 10, 3, 8
252, totw_modded:ratlantis, HEADING, header:ignore, 0, 0, 0
253, totw_modded:regular, HEADING, header:ignore, 0, 0, 0
254, stellarity:return_gateways/base_flying, HEADING, header:ignore, 0, 0, 0
255, stellarity:return_gateways/bloody_flying, HEADING, header:ignore, 0, 0, 0
256, stellarity:return_gateways/snowy_flying, HEADING, header:ignore, 0, 0, 0
257, kellomod:ruined_ancient_city, HEADING, header:ignore, 0, 0, 0
258, kellomod:ruined_junglepyramid0, HEADING, header:ignore, 0, 0, 0
259, kellomod:ruined_junglepyramid1, HEADING, header:ignore, 0, 0, 0
260, kellomod:ruined_junglepyramid2, HEADING, header:ignore, 0, 0, 0
261, minecraft:ruined_portal, HEADING, header:ignore, 0, 0, 0
262, minecraft:ruined_portal_desert, HEADING, header:ignore, 0, 0, 0
263, minecraft:ruined_portal_jungle, HEADING, header:ignore, 0, 0, 0
264, minecraft:ruined_portal_mountain, HEADING, header:ignore, 0, 0, 0
265, minecraft:ruined_portal_nether, HEADING, header:ignore, 0, 0, 0
266, minecraft:ruined_portal_ocean, HEADING, header:ignore, 0, 0, 0
267, minecraft:ruined_portal_swamp, HEADING, header:ignore, 0, 0, 0
268, graveyard:ruins, HEADING, header:ignore, 0, 0, 0
269, graveyard:ruins, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
270, graveyard:ruins, MONSTER, graveyard:revenant, 45, 1, 3
271, graveyard:ruins, MONSTER, graveyard:ghoul, 50, 1, 2
272, phenomena:sand_wall, HEADING, header:ignore, 0, 0, 0
273, dungeons_arise:scorched_mines, HEADING, header:ignore, 0, 0, 0
274, ships:ship, HEADING, header:ignore, 0, 0, 0
275, ships:ship_fleet, HEADING, header:ignore, 0, 0, 0
276, minecraft:shipwreck, HEADING, header:ignore, 0, 0, 0
277, minecraft:shipwreck, MONSTER, alexsmobs:skelewag, 15, 1, 2
278, minecraft:shipwreck_beached, HEADING, header:ignore, 0, 0, 0
279, dungeons_arise:shiraz_palace, HEADING, header:ignore, 0, 0, 0
280, dungeons_arise:small_blimp, HEADING, header:ignore, 0, 0, 0
281, phenomena:small_bridge, HEADING, header:ignore, 0, 0, 0
282, phenomena:small_bridge_deep, HEADING, header:ignore, 0, 0, 0
283, phenomena:small_bridge_sand, HEADING, header:ignore, 0, 0, 0
284, graveyard:small_desert_grave, HEADING, header:ignore, 0, 0, 0
285, graveyard:small_desert_graveyard, HEADING, header:ignore, 0, 0, 0
286, graveyard:small_desert_graveyard, MONSTER, minecraft:vindicator, 10, 1, 1
287, graveyard:small_desert_graveyard, MONSTER, minecraft:pillager, 10, 1, 1
288, graveyard:small_grave, HEADING, header:ignore, 0, 0, 0
289, graveyard:small_graveyard, HEADING, header:ignore, 0, 0, 0
290, graveyard:small_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
291, graveyard:small_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
292, graveyard:small_graveyard, MONSTER, graveyard:ghoul, 50, 1, 2
293, graveyard:small_mountain_grave, HEADING, header:ignore, 0, 0, 0
294, dungeons_arise:small_prairie_house, HEADING, header:ignore, 0, 0, 0
295, graveyard:small_savanna_grave, HEADING, header:ignore, 0, 0, 0
296, phenomena:spooky_cottage, HEADING, header:ignore, 0, 0, 0
297, hopo:spruce_mineshaft, HEADING, header:ignore, 0, 0, 0
298, ars_nouveau:stalker_wilden_den, HEADING, header:ignore, 0, 0, 0
299, ars_nouveau:stalker_wilden_den, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
300, hopo:stone_mineshaft, HEADING, header:ignore, 0, 0, 0
301, phenomena:stonehenge, HEADING, header:ignore, 0, 0, 0
302, minecraft:stronghold, HEADING, header:ignore, 0, 0, 0
303, awesomedungeon:swamp_big_temple, HEADING, header:ignore, 0, 0, 0
304, minecraft:swamp_hut, HEADING, header:ignore, 0, 0, 0
305, minecraft:swamp_hut, MONSTER, minecraft:witch, 10, 1, 2
306, simply_houses:taiga_forge, HEADING, header:ignore, 0, 0, 0
307, simply_houses:taiga_house, HEADING, header:ignore, 0, 0, 0
308, simply_houses:taiga_inn, HEADING, header:ignore, 0, 0, 0
309, simply_houses:taiga_woodcutter, HEADING, header:ignore, 0, 0, 0
310, awesomedungeon:the_usine, HEADING, header:ignore, 0, 0, 0
311, awesomedungeon:the_ztower, HEADING, header:ignore, 0, 0, 0
312, dungeons_arise:thornborn_towers, HEADING, header:ignore, 0, 0, 0
313, minecraft:trail_ruins, HEADING, header:ignore, 0, 0, 0
314, totw_modded:tw_canopy, HEADING, header:ignore, 0, 0, 0
315, totw_modded:tw_mangrove, HEADING, header:ignore, 0, 0, 0
316, nyctocosm:twilight_woodlands/monolith, HEADING, header:ignore, 0, 0, 0
317, dungeons_arise:typhon, HEADING, header:ignore, 0, 0, 0
318, dungeons_arise:undead_pirate_ship, HEADING, header:ignore, 0, 0, 0
319, hopo:underwater_fossils, HEADING, header:ignore, 0, 0, 0
320, hopo:underwater_ruins, HEADING, header:ignore, 0, 0, 0
321, hopo:underwater_small_ruins, HEADING, header:ignore, 0, 0, 0
322, hopo:underwater_warm_small_ruins, HEADING, header:ignore, 0, 0, 0
323, totw_modded:venus, HEADING, header:ignore, 0, 0, 0
324, stellarity:village, HEADING, header:ignore, 0, 0, 0
325, phenomena:village/village_campsite, HEADING, header:ignore, 0, 0, 0
326, towns_and_towers:village_badlands, HEADING, header:ignore, 0, 0, 0
327, towns_and_towers:village_beach, HEADING, header:ignore, 0, 0, 0
328, towns_and_towers:village_birch_forest, HEADING, header:ignore, 0, 0, 0
329, minecraft:village_desert, HEADING, header:ignore, 0, 0, 0
330, towns_and_towers:village_flower_forest, HEADING, header:ignore, 0, 0, 0
331, towns_and_towers:village_forest, HEADING, header:ignore, 0, 0, 0
332, towns_and_towers:village_grove, HEADING, header:ignore, 0, 0, 0
333, towns_and_towers:village_jungle, HEADING, header:ignore, 0, 0, 0
334, towns_and_towers:village_meadow, HEADING, header:ignore, 0, 0, 0
335, towns_and_towers:village_mushroom_fields, HEADING, header:ignore, 0, 0, 0
336, towns_and_towers:village_ocean, HEADING, header:ignore, 0, 0, 0
337, towns_and_towers:village_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
338, minecraft:village_plains, HEADING, header:ignore, 0, 0, 0
339, minecraft:village_savanna, HEADING, header:ignore, 0, 0, 0
340, minecraft:village_snowy, HEADING, header:ignore, 0, 0, 0
341, towns_and_towers:village_snowy_slopes, HEADING, header:ignore, 0, 0, 0
342, towns_and_towers:village_snowy_taiga, HEADING, header:ignore, 0, 0, 0
343, towns_and_towers:village_sparse_jungle, HEADING, header:ignore, 0, 0, 0
344, towns_and_towers:village_sunflower_plains, HEADING, header:ignore, 0, 0, 0
345, towns_and_towers:village_swamp, HEADING, header:ignore, 0, 0, 0
346, minecraft:village_taiga, HEADING, header:ignore, 0, 0, 0
347, towns_and_towers:village_wooded_badlands, HEADING, header:ignore, 0, 0, 0
348, phenomena:wall, HEADING, header:ignore, 0, 0, 0
349, phenomena:watchtower, HEADING, header:ignore, 0, 0, 0
350, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
351, dungeons_arise:wishing_well, HEADING, header:ignore, 0, 0, 0
352, awesomedungeon:witch_castle, HEADING, header:ignore, 0, 0, 0
353, phenomena:witch_hut, HEADING, header:ignore, 0, 0, 0
354, towns_and_towers:wreckage_ocean, HEADING, header:ignore, 0, 0, 0
